Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,Product Type,New Column,Test,Test2
20-06-2024,Central,Chair,5,432.35,Store C,Wholesale,0.1,Bob,1945.575,Gift Card,,1,REG100335,Cust 6424,41.48,20-06-2024,27-06-2024,Cameron,Office Accessories,168.6666667,336,336
22-03-2024,West,Laptop,19,590,Store D,Retail,0.05,Alice,10649.5,Online,FREESHIP,0,REG100336,Cust 1422,5.91,22-03-2024,25-03-2024,Wendy,Laptop and Accessories,169.1666667,337,337
08-02-2024,West,Monitor,11,151.25,Store B,Wholesale,0.1,Frank,1497.375,Credit Card,,1,REG100337,Cust 5857,22.65,08-02-2024,11-02-2024,Wendy,Laptop and Accessories,169.6666667,338,338
01-06-2024,East,Desk,3,204.79,Store B,Retail,0.1,Frank,552.933,Online,FREESHIP,1,REG100338,Cust 6953,7.72,01-06-2024,04-06-2024,Eric,Office Accessories,170.1666667,339,339
26-05-2024,North,Laptop,16,586.52,Store C,Wholesale,0,Diana,9384.32,Credit Card,WINTER15,1,REG100339,Cust 2916,17.06,26-05-2024,01-06-2024,Ryan,Laptop and Accessories,170.6666667,340,340
25-06-2024,East,Printer,16,104.83,Store A,Wholesale,0,Carlos,1677.28,Gift Card,FREESHIP,0,REG100340,Cust 6855,33.99,25-06-2024,30-06-2024,Eric,Laptop and Accessories,171.1666667,341,341
29-01-2024,Central,Printer,16,598.48,Store A,Retail,0.1,Frank,8618.112,Cash,,0,REG100341,Cust 8464,47.86,29-01-2024,07-02-2024,Cameron,Laptop and Accessories,171.6666667,342,342
07-12-2024,South,Chair,8,367.89,Store B,Retail,0.05,Alice,2795.964,Cash,FREESHIP,0,REG100342,Cust 9700,18.1,07-12-2024,09-12-2024,Sophie,Office Accessories,172.1666667,343,343
21-11-2023,West,Chair,10,333.35,Store A,Retail,0.15,Alice,2833.475,Debit Card,FREESHIP,0,REG100343,Cust 7765,39.35,21-11-2023,26-11-2023,Wendy,Office Accessories,172.6666667,344,344
16-12-2024,North,Chair,8,378.88,Store A,Wholesale,0.1,Frank,2727.936,Debit Card,WINTER15,1,REG100344,Cust 8246,5.22,16-12-2024,24-12-2024,Ryan,Office Accessories,173.1666667,345,345
05-08-2023,Central,Monitor,12,169.2,Store C,Retail,0.05,Diana,1928.88,Gift Card,SAVE10,0,REG100345,Cust 6500,28.65,05-08-2023,15-08-2023,Cameron,Laptop and Accessories,173.6666667,346,346
30-08-2023,Central,Chair,7,103.03,Store D,Retail,0.1,Bob,649.089,Online,FREESHIP,1,REG100346,Cust 1150,5.29,30-08-2023,06-09-2023,Cameron,Office Accessories,174.1666667,347,347
25-03-2025,East,Printer,3,378.74,Store D,Wholesale,0.15,Frank,965.787,Online,SAVE10,0,REG100347,Cust 7449,8.22,25-03-2025,27-03-2025,Eric,Laptop and Accessories,174.6666667,348,348
13-12-2024,North,Phone,15,27.21,Store C,Wholesale,0,Alice,408.15,Online,WINTER15,0,REG100348,Cust 1957,43.69,13-12-2024,22-12-2024,Ryan,Mobile Devices,175.1666667,349,349
07-09-2023,Central,Phone,14,52.09,Store A,Retail,0,Bob,729.26,Gift Card,,1,REG100349,Cust 3467,48.02,07-09-2023,14-09-2023,Cameron,Mobile Devices,175.6666667,350,350
12-12-2023,North,Monitor,7,570.01,Store C,Wholesale,0,Carlos,3990.07,Credit Card,WINTER15,0,REG100350,Cust 5212,42.33,12-12-2023,21-12-2023,Ryan,Laptop and Accessories,176.1666667,351,351
25-04-2024,East,Monitor,19,526.23,Store B,Retail,0,Bob,9998.37,Credit Card,WINTER15,0,REG100351,Cust 3509,32.77,25-04-2024,05-05-2024,Eric,Laptop and Accessories,176.6666667,352,352
04-05-2025,North,Laptop,8,294.51,Store A,Wholesale,0.15,Diana,2002.668,Gift Card,,0,REG100352,Cust 5316,10.46,04-05-2025,07-05-2025,Ryan,Laptop and Accessories,177.1666667,353,353
16-09-2023,South,Monitor,18,448.27,Store C,Wholesale,0.05,Diana,7665.417,Credit Card,SAVE10,0,REG100353,Cust 9919,47.56,16-09-2023,20-09-2023,Sophie,Laptop and Accessories,177.6666667,354,354
23-10-2024,West,Desk,17,583.88,Store D,Retail,0.1,Alice,8933.364,Credit Card,WINTER15,0,REG100354,Cust 7129,37.53,23-10-2024,26-10-2024,Wendy,Office Accessories,178.1666667,355,355
03-05-2023,North,Desk,2,97.5,Store D,Retail,0.1,Alice,175.5,Cash,,1,REG100355,Cust 9841,46.37,03-05-2023,06-05-2023,Ryan,Office Accessories,178.6666667,356,356
18-03-2025,North,Printer,16,420.79,Store B,Wholesale,0.15,Carlos,5722.744,Cash,FREESHIP,1,REG100356,Cust 6362,22.13,18-03-2025,25-03-2025,Ryan,Laptop and Accessories,179.1666667,357,357
25-08-2023,West,Chair,13,513.18,Store B,Retail,0,Eva,6671.34,Credit Card,FREESHIP,0,REG100357,Cust 4142,10.57,25-08-2023,27-08-2023,Wendy,Office Accessories,179.6666667,358,358
13-07-2023,North,Monitor,19,475.64,Store C,Retail,0.1,Frank,8133.444,Cash,WINTER15,1,REG100358,Cust 9584,11.17,13-07-2023,17-07-2023,Ryan,Laptop and Accessories,180.1666667,359,359
25-02-2025,North,Tablet,13,238.34,Store C,Retail,0.1,Carlos,2788.578,Credit Card,SAVE10,1,REG100359,Cust 2553,7.9,25-02-2025,06-03-2025,Ryan,Mobile Devices,180.6666667,360,360
14-04-2025,Central,Laptop,14,285.03,Store B,Wholesale,0.1,Eva,3591.378,Credit Card,SAVE10,0,REG100360,Cust 1347,41.5,14-04-2025,17-04-2025,Cameron,Laptop and Accessories,181.1666667,361,361
15-06-2025,Central,Desk,5,5.52,Store C,Retail,0.05,Alice,26.22,Credit Card,FREESHIP,0,REG100361,Cust 8305,10.58,15-06-2025,18-06-2025,Cameron,Office Accessories,181.6666667,362,362
22-10-2024,North,Monitor,18,396.25,Store D,Retail,0.1,Frank,6419.25,Credit Card,FREESHIP,0,REG100362,Cust 7015,20.39,22-10-2024,27-10-2024,Ryan,Laptop and Accessories,182.1666667,363,363
20-06-2023,South,Laptop,9,282.8,Store D,Wholesale,0.05,Eva,2417.94,Online,,0,REG100363,Cust 4394,49.79,20-06-2023,25-06-2023,Sophie,Laptop and Accessories,182.6666667,364,364
05-03-2025,South,Phone,6,525.43,Store C,Wholesale,0.05,Alice,2994.951,Credit Card,,0,REG100364,Cust 3323,39.28,05-03-2025,11-03-2025,Sophie,Mobile Devices,183.1666667,365,365
28-10-2023,West,Tablet,15,127.67,Store D,Retail,0.1,Alice,1723.545,Debit Card,,0,REG100365,Cust 4029,48.77,28-10-2023,30-10-2023,Wendy,Mobile Devices,183.6666667,366,366
19-03-2025,Central,Laptop,17,511.8,Store B,Retail,0.05,Carlos,8265.57,Credit Card,WINTER15,1,REG100366,Cust 1400,13.33,19-03-2025,26-03-2025,Cameron,Laptop and Accessories,184.1666667,367,367
06-08-2023,West,Tablet,4,555.86,Store C,Retail,0.05,Bob,2112.268,Cash,FREESHIP,0,REG100367,Cust 6361,28.92,06-08-2023,08-08-2023,Wendy,Mobile Devices,184.6666667,368,368
11-09-2024,Central,Monitor,15,202.72,Store D,Retail,0.05,Eva,2888.76,Debit Card,WINTER15,1,REG100368,Cust 5267,41.61,11-09-2024,19-09-2024,Cameron,Laptop and Accessories,185.1666667,369,369
08-01-2025,Central,Chair,4,353.7,Store A,Wholesale,0,Frank,1414.8,Credit Card,FREESHIP,0,REG100369,Cust 9354,41.98,08-01-2025,12-01-2025,Cameron,Office Accessories,185.6666667,370,370
12-08-2024,Central,Chair,3,149.25,Store D,Wholesale,0,Carlos,447.75,Debit Card,,1,REG100370,Cust 9443,13.17,12-08-2024,14-08-2024,Cameron,Office Accessories,186.1666667,371,371
30-03-2023,North,Monitor,19,156.44,Store C,Wholesale,0.1,Alice,2675.124,Online,WINTER15,0,REG100371,Cust 2252,19.44,30-03-2023,04-04-2023,Ryan,Laptop and Accessories,186.6666667,372,372
01-02-2023,Central,Phone,7,241.76,Store D,Wholesale,0,Carlos,1692.32,Online,SAVE10,0,REG100372,Cust 1031,48.13,01-02-2023,09-02-2023,Cameron,Mobile Devices,187.1666667,373,373
18-04-2025,North,Laptop,20,170.49,Store A,Wholesale,0,Diana,3409.8,Online,FREESHIP,0,REG100373,Cust 6086,19.74,18-04-2025,27-04-2025,Ryan,Laptop and Accessories,187.6666667,374,374
29-03-2025,Central,Monitor,11,149.67,Store C,Retail,0.1,Eva,1481.733,Credit Card,,0,REG100374,Cust 1672,34.13,29-03-2025,02-04-2025,Cameron,Laptop and Accessories,188.1666667,375,375
25-04-2024,East,Tablet,1,173.56,Store D,Retail,0.1,Eva,156.204,Debit Card,FREESHIP,0,REG100375,Cust 9313,39.1,25-04-2024,28-04-2024,Eric,Mobile Devices,188.6666667,376,376
22-09-2024,South,Monitor,7,349.55,Store A,Retail,0.05,Carlos,2324.5075,Credit Card,FREESHIP,0,REG100376,Cust 4405,23.7,22-09-2024,27-09-2024,Sophie,Laptop and Accessories,189.1666667,377,377
05-08-2023,Central,Tablet,9,245.14,Store B,Wholesale,0,Alice,2206.26,Online,SAVE10,1,REG100377,Cust 6453,44.6,05-08-2023,14-08-2023,Cameron,Mobile Devices,189.6666667,378,378
07-06-2024,South,Desk,1,423.08,Store B,Wholesale,0.05,Bob,401.926,Gift Card,WINTER15,0,REG100378,Cust 4772,31.75,07-06-2024,11-06-2024,Sophie,Office Accessories,190.1666667,379,379
24-05-2025,East,Phone,19,337.82,Store B,Wholesale,0.15,Alice,5455.793,Online,FREESHIP,0,REG100379,Cust 1762,45.74,24-05-2025,30-05-2025,Eric,Mobile Devices,190.6666667,380,380
18-07-2024,South,Chair,10,252.63,Store B,Retail,0.15,Eva,2147.355,Cash,FREESHIP,0,REG100380,Cust 1865,8.92,18-07-2024,25-07-2024,Sophie,Office Accessories,191.1666667,381,381
14-07-2024,West,Tablet,3,87.02,Store B,Wholesale,0.1,Frank,234.954,Cash,WINTER15,0,REG100381,Cust 9552,11.13,14-07-2024,16-07-2024,Wendy,Mobile Devices,191.6666667,382,382
14-04-2023,Central,Tablet,11,6.72,Store D,Wholesale,0.05,Bob,70.224,Cash,SAVE10,0,REG100382,Cust 4273,34.27,14-04-2023,19-04-2023,Cameron,Mobile Devices,192.1666667,383,383
01-06-2023,South,Printer,2,279.38,Store D,Retail,0.1,Carlos,502.884,Online,FREESHIP,0,REG100383,Cust 8712,22.95,01-06-2023,06-06-2023,Sophie,Laptop and Accessories,192.6666667,384,384
17-04-2025,Central,Phone,9,207.8,Store D,Retail,0.1,Alice,1683.18,Online,WINTER15,0,REG100384,Cust 9048,16.99,17-04-2025,20-04-2025,Cameron,Mobile Devices,193.1666667,385,385
31-03-2025,East,Printer,15,511.88,Store C,Wholesale,0.05,Bob,7294.29,Cash,SAVE10,0,REG100385,Cust 7714,10.22,31-03-2025,09-04-2025,Eric,Laptop and Accessories,193.6666667,386,386
15-07-2024,East,Printer,10,325.97,Store D,Retail,0,Bob,3259.7,Cash,FREESHIP,1,REG100386,Cust 4770,49.95,15-07-2024,22-07-2024,Eric,Laptop and Accessories,194.1666667,387,387
30-08-2024,South,Laptop,17,469.32,Store B,Retail,0,Carlos,7978.44,Gift Card,WINTER15,1,REG100387,Cust 2007,5.86,30-08-2024,01-09-2024,Sophie,Laptop and Accessories,194.6666667,388,388
07-01-2025,Central,Phone,13,186.69,Store D,Wholesale,0,Bob,2426.97,Cash,FREESHIP,0,REG100388,Cust 8909,19.92,07-01-2025,10-01-2025,Cameron,Mobile Devices,195.1666667,389,389
05-02-2025,South,Phone,16,34.66,Store C,Retail,0.05,Alice,526.832,Debit Card,,0,REG100389,Cust 4196,49.9,05-02-2025,11-02-2025,Sophie,Mobile Devices,195.6666667,390,390
01-04-2024,North,Printer,18,155.04,Store B,Wholesale,0.15,Frank,2372.112,Cash,WINTER15,0,REG100390,Cust 4189,39.99,01-04-2024,04-04-2024,Ryan,Laptop and Accessories,196.1666667,391,391
01-03-2025,West,Monitor,4,69.6,Store D,Wholesale,0.05,Eva,264.48,Gift Card,SAVE10,0,REG100391,Cust 7226,17.68,01-03-2025,09-03-2025,Wendy,Laptop and Accessories,196.6666667,392,392
03-07-2023,Central,Monitor,13,55.09,Store A,Wholesale,0.15,Diana,608.7445,Cash,FREESHIP,1,REG100392,Cust 5015,47.78,03-07-2023,06-07-2023,Cameron,Laptop and Accessories,197.1666667,393,393
25-04-2023,Central,Laptop,13,206.11,Store B,Retail,0.15,Bob,2277.5155,Gift Card,SAVE10,1,REG100393,Cust 9904,22.59,25-04-2023,01-05-2023,Cameron,Laptop and Accessories,197.6666667,394,394
09-04-2025,West,Tablet,14,484.38,Store D,Retail,0.05,Frank,6442.254,Debit Card,SAVE10,0,REG100394,Cust 7687,29.24,09-04-2025,19-04-2025,Wendy,Mobile Devices,198.1666667,395,395
05-11-2023,North,Monitor,6,449.57,Store D,Wholesale,0,Frank,2697.42,Gift Card,WINTER15,0,REG100395,Cust 6511,23.09,05-11-2023,12-11-2023,Ryan,Laptop and Accessories,198.6666667,396,396
13-01-2023,East,Laptop,9,223.01,Store C,Retail,0,Diana,2007.09,Cash,,1,REG100396,Cust 2412,11.9,13-01-2023,19-01-2023,Eric,Laptop and Accessories,199.1666667,397,397
06-02-2025,West,Chair,14,291.91,Store A,Retail,0.15,Frank,3473.729,Credit Card,,0,REG100397,Cust 1664,27.51,06-02-2025,10-02-2025,Wendy,Office Accessories,199.6666667,398,398
20-05-2023,South,Monitor,13,90.86,Store A,Wholesale,0,Carlos,1181.18,Gift Card,SAVE10,0,REG100398,Cust 6033,16.74,20-05-2023,25-05-2023,Sophie,Laptop and Accessories,200.1666667,399,399
18-06-2025,East,Desk,4,109.05,Store D,Wholesale,0,Diana,436.2,Gift Card,WINTER15,0,REG100399,Cust 4019,21.02,18-06-2025,24-06-2025,Eric,Office Accessories,200.6666667,400,400
23-02-2023,West,Tablet,12,245.6,Store D,Retail,0,Bob,2947.2,Cash,FREESHIP,1,REG100400,Cust 4515,43.92,23-02-2023,27-02-2023,Wendy,Mobile Devices,201.1666667,401,401
09-11-2024,East,Printer,15,380.03,Store A,Retail,0,Bob,5700.45,Online,,0,REG100401,Cust 7532,25.72,09-11-2024,12-11-2024,Eric,Laptop and Accessories,201.6666667,402,402
25-07-2024,South,Tablet,3,417.58,Store D,Retail,0.05,Frank,1190.103,Gift Card,SAVE10,0,REG100402,Cust 8756,43.42,25-07-2024,31-07-2024,Sophie,Mobile Devices,202.1666667,403,403
19-08-2023,West,Laptop,15,432.17,Store D,Wholesale,0.15,Frank,5510.1675,Debit Card,WINTER15,0,REG100403,Cust 7620,44.88,19-08-2023,23-08-2023,Wendy,Laptop and Accessories,202.6666667,404,404
13-11-2023,South,Monitor,13,531.77,Store C,Retail,0.1,Bob,6221.709,Online,SAVE10,0,REG100404,Cust 7368,37.91,13-11-2023,15-11-2023,Sophie,Laptop and Accessories,203.1666667,405,405
10-09-2024,West,Tablet,13,442.99,Store A,Wholesale,0.05,Alice,5470.9265,Gift Card,SAVE10,0,REG100405,Cust 1319,37.12,10-09-2024,18-09-2024,Wendy,Mobile Devices,203.6666667,406,406
30-08-2024,Central,Chair,13,567.5,Store A,Retail,0,Eva,7377.5,Credit Card,,0,REG100406,Cust 9597,28.41,30-08-2024,02-09-2024,Cameron,Office Accessories,204.1666667,407,407
10-11-2024,East,Tablet,15,469.52,Store C,Wholesale,0,Alice,7042.8,Credit Card,FREESHIP,0,REG100407,Cust 7369,35.6,10-11-2024,17-11-2024,Eric,Mobile Devices,204.6666667,408,408
13-04-2023,East,Printer,1,396.09,Store D,Wholesale,0.15,Frank,336.6765,Credit Card,WINTER15,0,REG100408,Cust 8592,39.38,13-04-2023,19-04-2023,Eric,Laptop and Accessories,205.1666667,409,409
20-11-2023,East,Laptop,12,195.73,Store C,Wholesale,0.05,Alice,2231.322,Cash,SAVE10,0,REG100409,Cust 2337,37.09,20-11-2023,27-11-2023,Eric,Laptop and Accessories,205.6666667,410,410
14-04-2025,North,Printer,5,412.24,Store B,Wholesale,0.15,Carlos,1752.02,Cash,FREESHIP,0,REG100410,Cust 9697,29.31,14-04-2025,19-04-2025,Ryan,Laptop and Accessories,206.1666667,411,411
04-03-2023,Central,Monitor,11,558.5,Store B,Retail,0.15,Carlos,5221.975,Cash,WINTER15,0,REG100411,Cust 5895,48.15,04-03-2023,09-03-2023,Cameron,Laptop and Accessories,206.6666667,412,412
16-11-2024,North,Laptop,4,175.34,Store C,Retail,0.15,Eva,596.156,Cash,FREESHIP,0,REG100412,Cust 9097,40.86,16-11-2024,19-11-2024,Ryan,Laptop and Accessories,207.1666667,413,413
25-05-2024,South,Laptop,19,478.73,Store A,Retail,0,Frank,9095.87,Debit Card,WINTER15,1,REG100413,Cust 5938,46.46,25-05-2024,02-06-2024,Sophie,Laptop and Accessories,207.6666667,414,414
12-04-2023,East,Desk,5,365.38,Store D,Wholesale,0.15,Alice,1552.865,Debit Card,SAVE10,1,REG100414,Cust 6928,5.66,12-04-2023,15-04-2023,Eric,Office Accessories,208.1666667,415,415
07-03-2023,South,Desk,10,397.33,Store B,Retail,0.15,Alice,3377.305,Credit Card,,0,REG100415,Cust 6223,10.2,07-03-2023,13-03-2023,Sophie,Office Accessories,208.6666667,416,416
05-01-2024,Central,Chair,17,241.01,Store A,Retail,0.1,Bob,3687.453,Debit Card,WINTER15,0,REG100416,Cust 7614,24.69,05-01-2024,11-01-2024,Cameron,Office Accessories,209.1666667,417,417
31-10-2024,West,Desk,17,82.2,Store C,Wholesale,0,Alice,1397.4,Cash,WINTER15,0,REG100417,Cust 3231,32.5,31-10-2024,10-11-2024,Wendy,Office Accessories,209.6666667,418,418
08-05-2024,West,Monitor,16,170.77,Store C,Retail,0.1,Frank,2459.088,Online,SAVE10,1,REG100418,Cust 9123,45.93,08-05-2024,14-05-2024,Wendy,Laptop and Accessories,210.1666667,419,419
05-03-2024,Central,Monitor,1,8.2,Store C,Wholesale,0.15,Frank,6.97,Debit Card,,0,REG100419,Cust 7054,30.35,05-03-2024,15-03-2024,Cameron,Laptop and Accessories,210.6666667,420,420
18-07-2023,North,Laptop,12,425.78,Store A,Retail,0.1,Bob,4598.424,Online,,1,REG100420,Cust 4240,25.48,18-07-2023,22-07-2023,Ryan,Laptop and Accessories,211.1666667,421,421
05-08-2023,South,Printer,20,121.14,Store C,Retail,0.1,Bob,2180.52,Credit Card,FREESHIP,0,REG100421,Cust 1237,21.47,05-08-2023,14-08-2023,Sophie,Laptop and Accessories,211.6666667,422,422
18-09-2023,West,Tablet,19,448.13,Store D,Wholesale,0,Alice,8514.47,Debit Card,FREESHIP,0,REG100422,Cust 5513,28.29,18-09-2023,20-09-2023,Wendy,Mobile Devices,212.1666667,423,423
27-03-2023,South,Laptop,8,7.81,Store D,Wholesale,0.1,Frank,56.232,Online,SAVE10,0,REG100423,Cust 1835,25.03,27-03-2023,29-03-2023,Sophie,Laptop and Accessories,212.6666667,424,424
08-03-2023,East,Chair,19,191.44,Store C,Wholesale,0.15,Carlos,3091.756,Cash,WINTER15,1,REG100424,Cust 8492,35.54,08-03-2023,17-03-2023,Eric,Office Accessories,213.1666667,425,425
02-05-2024,West,Desk,5,245.2,Store B,Retail,0.15,Eva,1042.1,Online,,0,REG100425,Cust 2451,46.37,02-05-2024,06-05-2024,Wendy,Office Accessories,213.6666667,426,426
16-09-2023,North,Desk,17,163.37,Store B,Wholesale,0.15,Eva,2360.6965,Gift Card,SAVE10,0,REG100426,Cust 4509,5.36,16-09-2023,26-09-2023,Ryan,Office Accessories,214.1666667,427,427
13-06-2023,South,Tablet,14,583.96,Store C,Retail,0,Diana,8175.44,Debit Card,WINTER15,0,REG100427,Cust 6643,23.03,13-06-2023,22-06-2023,Sophie,Mobile Devices,214.6666667,428,428
05-11-2023,North,Desk,16,181.08,Store C,Retail,0.1,Carlos,2607.552,Online,WINTER15,0,REG100428,Cust 2559,39.84,05-11-2023,08-11-2023,Ryan,Office Accessories,215.1666667,429,429
23-11-2024,South,Tablet,8,414.94,Store A,Wholesale,0,Alice,3319.52,Debit Card,SAVE10,0,REG100429,Cust 4423,46.58,23-11-2024,26-11-2024,Sophie,Mobile Devices,215.6666667,430,430
09-02-2024,Central,Phone,16,442.22,Store B,Retail,0,Alice,7075.52,Cash,FREESHIP,0,REG100430,Cust 9139,27.36,09-02-2024,18-02-2024,Cameron,Mobile Devices,216.1666667,431,431
16-11-2023,Central,Printer,14,595.39,Store A,Wholesale,0.1,Bob,7501.914,Credit Card,SAVE10,0,REG100431,Cust 6668,9.51,16-11-2023,22-11-2023,Cameron,Laptop and Accessories,216.6666667,432,432
24-01-2025,Central,Monitor,6,175.3,Store A,Wholesale,0.15,Alice,894.03,Cash,SAVE10,1,REG100432,Cust 4315,17.92,24-01-2025,29-01-2025,Cameron,Laptop and Accessories,217.1666667,433,433
06-05-2025,Central,Tablet,7,319.59,Store C,Wholesale,0.15,Carlos,1901.5605,Gift Card,WINTER15,1,REG100433,Cust 8000,8.47,06-05-2025,09-05-2025,Cameron,Mobile Devices,217.6666667,434,434
17-05-2025,East,Printer,15,506.81,Store A,Retail,0.15,Bob,6461.8275,Cash,FREESHIP,1,REG100434,Cust 7585,41.03,17-05-2025,27-05-2025,Eric,Laptop and Accessories,218.1666667,435,435
29-11-2023,Central,Laptop,17,538.08,Store A,Retail,0.05,Eva,8689.992,Debit Card,FREESHIP,0,REG100435,Cust 3127,19.61,29-11-2023,01-12-2023,Cameron,Laptop and Accessories,218.6666667,436,436
24-02-2023,South,Chair,16,187.84,Store A,Retail,0,Alice,3005.44,Credit Card,SAVE10,0,REG100436,Cust 4130,18.65,24-02-2023,26-02-2023,Sophie,Office Accessories,219.1666667,437,437
04-11-2023,South,Laptop,18,426.3,Store A,Wholesale,0.15,Carlos,6522.39,Credit Card,,1,REG100437,Cust 6956,29.81,04-11-2023,10-11-2023,Sophie,Laptop and Accessories,219.6666667,438,438
15-06-2024,East,Desk,1,498.35,Store B,Retail,0.1,Alice,448.515,Online,FREESHIP,0,REG100438,Cust 8155,34.7,15-06-2024,22-06-2024,Eric,Office Accessories,220.1666667,439,439
02-10-2024,North,Tablet,19,385.72,Store A,Retail,0.05,Carlos,6962.246,Cash,SAVE10,1,REG100439,Cust 8852,12.46,02-10-2024,06-10-2024,Ryan,Mobile Devices,220.6666667,440,440
03-06-2023,West,Tablet,3,54.37,Store B,Wholesale,0.1,Frank,146.799,Credit Card,WINTER15,0,REG100440,Cust 2850,48.71,03-06-2023,13-06-2023,Wendy,Mobile Devices,221.1666667,441,441
10-09-2023,East,Phone,6,471.74,Store C,Retail,0.15,Carlos,2405.874,Online,,0,REG100441,Cust 9572,36.79,10-09-2023,18-09-2023,Eric,Mobile Devices,221.6666667,442,442
20-05-2025,Central,Printer,19,322.31,Store B,Retail,0.15,Bob,5205.3065,Cash,FREESHIP,0,REG100442,Cust 6253,33.95,20-05-2025,22-05-2025,Cameron,Laptop and Accessories,222.1666667,443,443
24-09-2023,North,Tablet,13,115.86,Store A,Wholesale,0.1,Diana,1355.562,Cash,,1,REG100443,Cust 4154,28.52,24-09-2023,03-10-2023,Ryan,Mobile Devices,222.6666667,444,444
29-03-2025,East,Tablet,18,398.26,Store B,Retail,0.1,Bob,6451.812,Debit Card,,0,REG100444,Cust 2137,16.8,29-03-2025,04-04-2025,Eric,Mobile Devices,223.1666667,445,445
17-06-2023,East,Chair,4,584.8,Store B,Retail,0.1,Eva,2105.28,Online,FREESHIP,0,REG100445,Cust 8157,16.44,17-06-2023,25-06-2023,Eric,Office Accessories,223.6666667,446,446
28-01-2024,West,Printer,20,424.7,Store B,Wholesale,0.15,Bob,7219.9,Online,FREESHIP,0,REG100446,Cust 4861,42.03,28-01-2024,05-02-2024,Wendy,Laptop and Accessories,224.1666667,447,447
14-03-2023,Central,Chair,16,179.22,Store D,Retail,0.1,Alice,2580.768,Online,WINTER15,0,REG100447,Cust 7493,45.99,14-03-2023,17-03-2023,Cameron,Office Accessories,224.6666667,448,448
09-01-2025,East,Laptop,12,148.66,Store A,Wholesale,0,Diana,1783.92,Online,,1,REG100448,Cust 7073,27.16,09-01-2025,17-01-2025,Eric,Laptop and Accessories,225.1666667,449,449
30-03-2025,Central,Phone,16,460.43,Store B,Wholesale,0.15,Bob,6261.848,Online,WINTER15,0,REG100449,Cust 9085,20.38,30-03-2025,06-04-2025,Cameron,Mobile Devices,225.6666667,450,450
23-10-2023,East,Tablet,5,334.37,Store B,Retail,0.05,Carlos,1588.2575,Credit Card,,0,REG100450,Cust 3247,32.13,23-10-2023,28-10-2023,Eric,Mobile Devices,226.1666667,451,451
08-06-2025,West,Monitor,3,599.72,Store D,Retail,0.15,Alice,1529.286,Online,WINTER15,1,REG100451,Cust 8504,14.93,08-06-2025,14-06-2025,Wendy,Laptop and Accessories,226.6666667,452,452
26-02-2024,West,Monitor,11,389.84,Store D,Wholesale,0,Alice,4288.24,Gift Card,SAVE10,1,REG100452,Cust 4164,10.24,26-02-2024,29-02-2024,Wendy,Laptop and Accessories,227.1666667,453,453
30-10-2024,East,Chair,11,445.75,Store A,Wholesale,0.1,Frank,4412.925,Online,SAVE10,0,REG100453,Cust 9592,18.07,30-10-2024,07-11-2024,Eric,Office Accessories,227.6666667,454,454
19-08-2024,South,Laptop,18,96.84,Store A,Wholesale,0.15,Frank,1481.652,Cash,SAVE10,1,REG100454,Cust 7450,8.1,19-08-2024,23-08-2024,Sophie,Laptop and Accessories,228.1666667,455,455
30-07-2023,Central,Chair,1,528.31,Store C,Wholesale,0.1,Alice,475.479,Online,FREESHIP,0,REG100455,Cust 4186,24.55,30-07-2023,09-08-2023,Cameron,Office Accessories,228.6666667,456,456
13-08-2024,North,Monitor,16,64.03,Store A,Wholesale,0,Carlos,1024.48,Gift Card,WINTER15,1,REG100456,Cust 3305,16.71,13-08-2024,23-08-2024,Ryan,Laptop and Accessories,229.1666667,457,457
04-11-2023,North,Printer,13,179.37,Store A,Retail,0.05,Eva,2215.2195,Online,FREESHIP,0,REG100457,Cust 9768,35.28,04-11-2023,12-11-2023,Ryan,Laptop and Accessories,229.6666667,458,458
05-06-2025,East,Printer,19,491.15,Store C,Retail,0,Frank,9331.85,Online,,0,REG100458,Cust 1179,48.68,05-06-2025,15-06-2025,Eric,Laptop and Accessories,230.1666667,459,459
23-06-2023,North,Printer,5,360.34,Store C,Wholesale,0,Carlos,1801.7,Gift Card,,0,REG100459,Cust 2546,33.76,23-06-2023,28-06-2023,Ryan,Laptop and Accessories,230.6666667,460,460
21-09-2024,South,Laptop,20,296.8,Store A,Retail,0.1,Frank,5342.4,Gift Card,,0,REG100460,Cust 2672,19.57,21-09-2024,28-09-2024,Sophie,Laptop and Accessories,231.1666667,461,461
01-01-2024,South,Desk,3,599.42,Store A,Wholesale,0.1,Bob,1618.434,Online,SAVE10,0,REG100461,Cust 3394,48.02,01-01-2024,03-01-2024,Sophie,Office Accessories,231.6666667,462,462
02-01-2025,West,Laptop,1,374.33,Store B,Wholesale,0,Carlos,374.33,Credit Card,FREESHIP,0,REG100462,Cust 1649,33.31,02-01-2025,12-01-2025,Wendy,Laptop and Accessories,232.1666667,463,463
14-03-2024,North,Desk,13,588.8,Store D,Wholesale,0.15,Frank,6506.24,Cash,SAVE10,0,REG100463,Cust 6994,45.03,14-03-2024,21-03-2024,Ryan,Office Accessories,232.6666667,464,464
04-05-2024,West,Monitor,13,198.44,Store D,Wholesale,0,Carlos,2579.72,Cash,SAVE10,1,REG100464,Cust 9879,31.51,04-05-2024,09-05-2024,Wendy,Laptop and Accessories,233.1666667,465,465
